IDENT,IDCEREMA,TYPE_QUEST,POIDSM,NBP_CATI,RESCOMM,RESDEP,RESCOUR,RESSECT,RESLNG,RESLAT,DATE_ENQ,JOUR,MOIS,ANNEE,JOURSEM,TYPE_JOUR,MNP,MNP5,MNPMOB,MNPACT,TYPE_MEN,TYPELOG,OCCUPLOG,ANARR_LOG,ACOMM_T,ACOMM_N,INTERNET,NB_VD,NB_2RM,NB_VEH,NB_VELO,NB_VAE,VP_ENT,VP_ASS,2RM_ENT,2RM_ASS,ABRI_VL,REVENU,RESCOMM_OLD,RESDEP_OLD,RESCOUR_OLD,RESLNG_OLD,RESLAT_OLD
92c2b871-9448-4306-8308-dd76c37cab7c,F187509004618D,CATI,0,2,75115,75,1,7509,2.3,48.842,2019/2/8,8,2,2019,vendredi,Semaine,1,1,1,0,Femme seule,2,"9,HEBERGEE",2012,1,,,0,0,0,0,0,,,,,1,-2,75115,75,1,2.272,48.828
4e675201-beed-4470-b6e2-337ea3f7713a,F187509004633H,CATI,0,2,75115,75,1,7509,2.288,48.846,2019/1/29,29,1,2019,mardi,Semaine,1,1,1,0,Femme seule,2,2,1999,,,,0,0,0,0,0,,,,,1,6,75115,75,1,2.288,48.846
6f2d88df-b560-406c-ba54-1f86d7a061b8,F187509004671A,CATI,0,2,75115,75,1,7509,2.277,48.843,2019/2/15,15,2,2019,vendredi,Semaine,1,1,0,0,Femme seule,2,3,1970,,,,0,0,0,0,0,,,,,0,-2,75115,75,1,2.277,48.843
8d16e712-6f50-4bd6-b72e-0339d00cfd1c,F187509004692E,CATI,0,2,75115,75,1,7509,2.295,48.842,2019/1/30,30,1,2019,mercredi,Semaine,1,1,1,0,Femme seule,2,3,1978,,,,0,0,0,0,0,,,,,0,4,75115,75,1,2.295,48.842
f36fdf83-b944-46e2-91ae-1bf50bcaffaf,F187509004807E,CATI,0,2,75115,75,1,7509,2.292,48.84,2019/2/19,19,2,2019,mardi,Semaine,1,1,1,0,Homme seul,2,2,1967,,,,1,0,1,0,0,2,2,,,1,4,75115,75,1,2.292,48.84
334e56b0-2e45-426b-9977-d174f7b3af0e,F187509004815D,CATI,0,2,75115,75,1,7509,2.289,48.842,2019/5/16,16,5,2019,jeudi,Semaine,1,1,1,0,Femme seule,2,2,1998,,,,1,0,1,0,0,1,2,,,1,4,75115,75,1,2.289,48.842
8d0d5761-1534-4b2d-89c9-1cebb33f765f,F187509004821E,CATI,0,2,75115,75,1,7509,2.285,48.846,2019/1/30,30,1,2019,mercredi,Semaine,1,1,0,0,Femme seule,2,2,1989,,,,0,0,0,0,0,,,,,0,-2,75115,75,1,2.285,48.846
2989e6f6-6569-4455-9edd-0b9d4f705629,F187509004853C,CATI,0,2,75115,75,1,7509,2.302,48.843,2019/2/15,15,2,2019,vendredi,Semaine,1,1,1,0,Homme seul,2,3,1984,,,,1,0,1,1,0,2,1,,,,9,75115,75,1,2.302,48.843
44f74aa9-e6d2-4e7d-8349-41f73bd4a7da,F187509004857A,CATI,0,2,75115,75,1,7509,2.309,48.843,2019/2/2,2,2,2019,samedi,samedi,2,1,1,0,Couple sans enfant,2,1,1979,,,,0,0,0,2,0,,,,,,5,75115,75,1,2.309,48.843
60b38a6b-6e1e-4978-a4f3-23c19dc58c39,F187509004881E,CATI,0,2,75115,75,1,7509,2.298,48.837,2019/1/30,30,1,2019,mercredi,Semaine,2,1,1,0,Couple sans enfant,2,2,2014,1,,,0,0,0,2,0,,,,,,4,75115,75,1,2.298,48.837
5d1f316e-88d0-4633-ba84-787b62b715a5,F187509004905B,CATI,0,2,75115,75,1,7509,2.294,48.85,2019/1/30,30,1,2019,mercredi,Semaine,2,1,1,1,Couple sans enfant,2,3,2018,1,,,0,0,0,0,0,,,,,1,8,75115,75,1,2.294,48.85
08928b09-4a0e-472f-8279-8f278966dda0,F187509004922E,CATI,0,2,75115,75,1,7509,2.292,48.852,2019/2/17,17,2,2019,dimanche,dimanche,3,1,1,0,Autre,2,3,2006,,,,0,0,0,1,0,,,,,,3,75115,75,1,2.292,48.852
97871b63-62de-4a7b-a203-69862c965e5b,F187509004930D,CATI,0,2,75115,75,1,7509,2.303,48.845,2019/1/30,30,1,2019,mercredi,Semaine,2,1,1,1,Couple sans enfant,2,4,2014,1,,,0,0,0,0,0,,,,,1,5,75115,75,1,2.303,48.845
e371d569-833a-4672-9837-643dc2c60a01,F187509004965E,CATI,0,2,75115,75,1,7509,2.304,48.833,2019/2/15,15,2,2019,vendredi,Semaine,2,2,1,1,Autre,2,2,2014,2,Ch?tenay-Malabry (92),,1,0,1,1,0,4,3,,,,4,75115,75,1,2.304,48.833
09552e97-194d-4351-9091-2de939f73d72,F187509004971H,CATI,0,2,75115,75,1,7509,2.299,48.833,2019/3/18,18,3,2019,lundi,Semaine,4,2,2,0,Autre,2,"9,APPARTEMENT DE FONCTION",2011,1,,,0,0,0,4,0,,,,,,7,75115,75,1,2.299,48.833
6ae2a7c1-ea66-46be-990d-89bac055a1de,F187509004983E,CATI,0,2,75115,75,1,7509,2.297,48.847,2019/3/15,15,3,2019,vendredi,Semaine,2,1,1,0,Couple sans enfant,2,4,1986,,,,1,0,1,0,0,2,1,,,1,7,75115,75,1,2.297,48.847
7d8bdd09-04d1-4db3-bdba-88d38c9220a1,F187509005029E,CATI,0,2,75115,75,1,7509,2.291,48.838,2019/2/13,13,2,2019,mercredi,Semaine,2,1,1,1,Couple sans enfant,2,4,2017,1,,,0,0,0,2,0,,,,,,10,75115,75,1,2.291,48.838
95e23aa9-792f-4550-bb56-61f76a292c62,F187509005069B,CATI,0,2,75115,75,1,7509,2.277,48.843,2019/2/4,4,2,2019,lundi,Semaine,1,1,1,1,Homme seul,2,4,2008,,,,0,0,0,0,0,,,,,0,5,75115,75,1,2.277,48.843
fc9aee0f-ffc7-4c34-9b31-f98959dc934f,F187509005084A,CATI,0,2,75115,75,1,7509,2.292,48.839,2019/2/1,1,2,2019,vendredi,Semaine,1,1,1,0,Femme seule,2,"9,appartement de soci?t? (d?tient des parts)",2010,4,,,0,0,0,1,1,,,,,,5,75115,75,1,2.292,48.839
30de8add-6838-40f2-beb5-5f525a4d764e,F187509005110E,CATI,0,2,75115,75,1,7509,2.29,48.839,2019/1/31,31,1,2019,jeudi,Semaine,1,1,1,1,Homme seul,2,4,2014,1,,,0,0,0,0,0,,,,,0,8,75115,75,1,2.29,48.839
f2afe3e4-565e-4406-abe4-2928dd344101,F187509005210A,CATI,0,2,75115,75,1,7509,2.283,48.843,2019/2/11,11,2,2019,lundi,Semaine,2,1,1,1,Couple sans enfant,2,1,2018,1,,,0,0,0,0,0,,,,,1,9,75115,75,1,2.283,48.843
5743c7f6-e76d-4895-8fec-040e85102006,F187509005252E,CATI,0,2,75115,75,1,7509,2.3,48.842,2019/3/11,11,3,2019,lundi,Semaine,1,1,1,1,Homme seul,2,1,2015,1,,,0,1,1,0,0,,,2,2,1,-1,75115,75,1,2.3,48.842
1a065097-dbcb-4cc7-b29c-e2805339f107,F187509005255B,CATI,0,2,75115,75,1,7509,2.302,48.843,2019/2/2,2,2,2019,samedi,samedi,4,2,2,1,Couple avec enfant,2,3,2002,,,,1,0,1,0,0,4,4,,,1,8,75115,75,1,2.302,48.843
f176b976-128d-44f4-bb04-d50e00d8cd9f,F187509005304D,CATI,0,2,75115,75,1,7509,2.284,48.84,2019/2/11,11,2,2019,lundi,Semaine,1,1,1,1,Homme seul,2,1,2005,,,,0,0,0,0,0,,,,,0,6,75115,75,1,2.284,48.84
1d27d7bf-cb5c-4b76-a6e1-9b0c50a895ad,F187509005307H,CATI,0,2,75115,75,1,7509,2.289,48.841,2019/2/5,5,2,2019,mardi,Semaine,1,1,1,1,Femme seule,2,4,1998,,,,1,0,1,0,0,5,1,,,0,8,75115,75,1,2.289,48.841
9490181b-8a40-4854-b53e-67a317b9cfc8,F187509005329C,CATI,0,2,75115,75,1,7509,2.316,48.844,2019/1/29,29,1,2019,mardi,Semaine,2,1,1,1,Autre,2,4,2012,1,,,0,0,0,1,0,,,,,,8,75115,75,1,2.316,48.844
97191312-5220-4fc1-9b06-46e8d1203c73,F187509005350C,CATI,0,2,75115,75,1,7509,2.293,48.843,2019/2/5,5,2,2019,mardi,Semaine,1,1,1,1,Homme seul,2,1,2016,1,,,0,0,0,0,0,,,,,0,8,75115,75,1,2.293,48.843
f8828a5b-eb5c-470c-8cf4-9f9b3e64474e,F187509005386C,CATI,0,2,75115,75,1,7509,2.276,48.844,2019/2/13,13,2,2019,mercredi,Semaine,1,1,1,1,Femme seule,2,4,2014,1,,,0,0,0,0,0,,,,,1,9,75115,75,1,2.276,48.844
b55ff92a-6335-421a-965b-d91a1226f188,F187509005390C,CATI,0,2,75115,75,1,7509,2.3,48.842,2019/2/19,19,2,2019,mardi,Semaine,5,4,2,1,Couple avec enfant,2,3,2016,1,,,1,1,2,0,0,1,1,1,1,0,10,75115,75,1,2.3,48.842
f2172bca-bb38-48d6-b28d-2a462516442a,F187509005407C,CATI,0,2,75115,75,1,7509,2.295,48.836,2019/2/3,3,2,2019,dimanche,dimanche,1,1,1,1,Femme seule,2,2,2019,1,,,1,1,2,1,0,1,3,1,1,,-2,75115,75,1,2.295,48.836
a09cab20-a2fb-4595-87a4-29d5c87ea834,F187509005415E,CATI,0,2,75115,75,1,7509,2.281,48.841,2019/2/4,4,2,2019,lundi,Semaine,3,2,1,1,Autre,2,4,2013,2,TOURS,,0,0,0,0,0,,,,,0,8,75115,75,1,2.281,48.841
aa37a214-dbaa-4f45-b31c-fb93daa19dd7,F187509005440E,CATI,0,2,75115,75,1,7509,2.296,48.833,2019/2/5,5,2,2019,mardi,Semaine,4,4,2,1,Couple avec enfant,2,1,2016,1,,,0,0,0,3,0,,,,,,10,75115,75,1,2.296,48.833
5f24191d-d8d3-4984-a0ed-a1828d1d9f45,F187509005467D,CATI,0,2,75115,75,1,7509,2.293,48.85,2019/2/3,3,2,2019,dimanche,dimanche,1,1,0,1,Femme seule,2,1,2003,,,,1,0,1,1,0,1,3,,,,10,75115,75,1,2.293,48.85
bf5b71f4-122a-44f8-bfdf-191e9dd992bb,F187708011920D,CATI,0,2,77058,77,3,7708,2.722,48.839,2019/1/30,30,1,2019,mercredi,Semaine,1,1,0,1,Femme seule,2,1,2006,,,,1,0,1,0,0,-1,2,,,1,5,77058,77,3,2.722,48.839
c0c7d8f0-97de-4e59-8d2f-5d8bbb9bd5d1,F187708011940A,CATI,0,2,77058,77,3,7708,2.731,48.845,2019/2/19,19,2,2019,mardi,Semaine,2,1,1,1,Couple sans enfant,1,1,2001,,,,1,1,2,2,0,1,4,1,1,,9,77058,77,3,2.731,48.845
9e1f4794-168d-4e04-a490-f67030514e43,F187708012030H,CATI,0,2,77155,77,3,7708,2.748,48.886,2019/3/10,10,3,2019,dimanche,Vacances,1,1,1,0,Homme seul,1,2,2010,2,Chelles (77),,1,0,1,0,0,1,2,,,1,6,77155,77,3,2.748,48.886
86a49d3f-4454-4c37-a1f0-df7e97c6259c,F187708012072B,CATI,0,2,77221,77,3,7708,2.709,48.851,2019/2/6,6,2,2019,mercredi,Semaine,2,1,1,1,Couple sans enfant,1,1,2006,,,,2,0,2,2,0,3,3,,,,10,77221,77,3,2.709,48.851
20e2b17c-5de0-4dbb-9528-31e0e9799319,F187708012075E,CATI,0,2,77234,77,3,7708,2.761,48.917,2019/1/28,28,1,2019,lundi,Semaine,2,2,2,1,Couple sans enfant,1,2,1986,,,,2,0,2,2,0,5,1,,,,-2,77234,77,3,2.761,48.917
4c0dcaf6-b913-426d-a69e-cf02eadb30bf,F187708012163B,CATI,0,2,77243,77,3,7708,2.707,48.879,2019/2/5,5,2,2019,mardi,Semaine,1,1,1,1,Homme seul,2,1,2015,2,Paris 18e  Arrondissement,,0,0,0,0,0,,,,,1,8,77243,77,3,2.707,48.879
839a0858-7757-4d66-9cb5-0136487ea738,F187708012237D,CATI,0,2,77307,77,3,7708,2.751,48.875,2019/1/28,28,1,2019,lundi,Semaine,2,2,2,2,Couple sans enfant,2,4,1997,,,,1,0,1,0,0,1,3,,,0,-2,77307,77,3,2.751,48.875
39987f6b-13ff-4161-a78a-bffd292557e9,F187708012308A,CATI,0,2,77438,77,3,7708,2.689,48.87,2019/2/1,1,2,2019,vendredi,Semaine,1,1,1,1,Femme seule,1,"9,occupante ? titre gratuit",1967,,,,1,0,1,0,0,2,1,,,1,6,77438,77,3,2.692,48.873
2ef087e9-6301-4f4f-acb1-af1a77c70dca,F187709012413D,CATI,0,2,77014,77,3,7709,2.725,48.409,2019/2/6,6,2,2019,mercredi,Semaine,1,1,1,0,Homme seul,1,2,1978,,,,1,0,1,4,0,2,2,,,,10,77014,77,3,2.19,48.842
34ee33f2-0900-46d7-af91-59b86fdd1b4d,F187709012495C,CATI,0,2,77037,77,3,7709,2.698,48.473,2019/2/16,16,2,2019,samedi,samedi,2,1,1,1,Couple sans enfant,1,2,1995,,,,2,0,2,2,0,3,1,,,,8,77037,77,3,2.676,48.479
3a753e5c-e9a5-4c30-96d5-d35da2323a84,F187709012498H,CATI,0,2,77037,77,3,7709,2.707,48.467,2019/1/30,30,1,2019,mercredi,Semaine,1,1,0,0,Femme seule,2,2,1984,,,,1,0,1,0,0,2,1,,,1,3,77037,77,3,2.707,48.467
763e39e6-f867-48a1-97b9-34488a2e55b4,F187709012543E,NON VALIDE,0,2,77069,77,3,7709,2.6,48.463,2019/1/29,29,1,2019,mardi,Semaine,1,1,1,0,Femme seule,1,1,2005,,,,2,0,2,2,0,3,2,,,,8,77069,77,3,2.6,48.463
70564fea-6500-4c0d-b4fa-766272b75fe8,F187709012543G,CATI,0,2,77069,77,3,7709,2.6,48.463,2019/1/28,28,1,2019,lundi,Semaine,4,4,2,1,Couple avec enfant,1,1,2005,,,,2,0,2,2,0,3,2,,,,8,77069,77,3,2.6,48.463
fced7dfe-454b-4bab-bee2-7aefa7681cc9,F187709012545C,CATI,0,2,77069,77,3,7709,2.606,48.475,2019/2/1,1,2,2019,vendredi,Semaine,2,1,1,0,Couple sans enfant,1,2,2004,,,,2,0,2,2,0,3,1,,,,-2,77069,77,3,2.606,48.475
767fb414-f79c-4d7f-9d04-d5de9bb30e6e,F187709012584D,CATI,0,2,77186,77,3,7709,2.713,48.414,2019/1/30,30,1,2019,mercredi,Semaine,1,1,1,0,Homme seul,2,4,2014,2,Chaintreaux (77),,1,0,1,0,0,3,2,,,1,-2,77186,77,3,2.713,48.414
9d420c77-9ad2-4f22-a92a-71ed8e58f650,F187709012642H,CATI,0,2,77186,77,3,7709,2.702,48.403,2019/1/31,31,1,2019,jeudi,Semaine,1,1,0,1,Homme seul,2,4,2018,1,,,0,0,0,0,0,,,,,0,6,77186,77,3,2.702,48.403
2818115f-9aa8-4298-94d3-86d958e9c5c6,F187709012678C,CATI,0,2,77226,77,3,7709,2.766,48.447,2019/2/11,11,2,2019,lundi,Semaine,1,1,1,1,Femme seule,1,1,2013,2,Avon (77),,1,0,1,1,0,1,1,,,,5,77226,77,3,2.766,48.447
cfa972f6-2c4a-412c-bfda-2568a326d7c1,F187709012745A,CATI,0,2,77442,77,3,7709,2.754,48.416,2019/2/15,15,2,2019,vendredi,Semaine,3,1,1,1,Couple avec enfant,1,1,2004,,,,2,0,2,3,0,1,4,,,,10,77442,77,3,2.754,48.416
6f0f1871-0955-4ae9-b4fe-5be649a2f140,F187710012774H,CATI,0,2,77011,77,3,7710,2.591,48.188,2019/1/29,29,1,2019,mardi,Semaine,2,1,1,0,Couple sans enfant,1,2,1982,,,,1,0,1,1,0,2,1,,,,5,77011,77,3,2.591,48.188
e485eef3-7e1c-4a5e-92a6-3b99defb39f6,F187710012852C,CATI,0,2,77099,77,3,7710,2.696,48.142,2019/2/15,15,2,2019,vendredi,Semaine,2,1,1,0,Couple sans enfant,1,2,1979,,,,1,0,1,2,0,1,1,,,,-2,77099,77,3,2.696,48.142
3bc6a366-98fa-4fb6-8208-8b505c34d835,F187710012883C,CATI,0,2,77168,77,3,7710,2.872,48.178,2019/2/17,17,2,2019,dimanche,dimanche,1,1,1,0,Femme seule,1,2,1970,,,,0,0,0,0,0,,,,,1,2,77168,77,3,2.353,48.864
a350c6bb-5a6f-4032-a228-5c79c1c24bef,F187710012887E,CATI,0,2,77168,77,3,7710,2.874,48.168,2019/3/12,12,3,2019,mardi,Semaine,5,2,0,0,Autre,1,1,2014,2,Ozoir-la-Ferri?re (77),,1,0,1,4,0,2,3,,,,6,77168,77,3,2.874,48.168
0bad16fb-4371-4dfa-92dc-de3ed859610e,F187710012925E,CATI,0,2,77261,77,3,7710,2.899,48.237,2019/6/5,5,6,2019,mercredi,Semaine,2,2,1,0,Couple sans enfant,2,4,2015,1,,,1,0,1,0,0,5,2,,,1,3,77261,77,3,2.899,48.237
89ea2e23-b8d6-4a80-8b32-e20a3964cd90,F187710012932H,CATI,0,2,77297,77,3,7710,2.61,48.145,2019/2/4,4,2,2019,lundi,Semaine,1,1,1,0,Homme seul,1,1,1999,,,,1,0,1,1,0,3,1,,,,4,77297,77,3,2.61,48.145
0114a70c-9749-4301-a243-c02b967b4d7e,F187710012968B,CATI,0,2,77316,77,3,7710,2.812,48.373,2019/2/6,6,2,2019,mercredi,Semaine,2,1,1,0,Autre,2,4,2015,2,75013 PARIS,,0,0,0,0,0,,,,,1,7,77316,77,3,2.812,48.373
e2f95c74-2c06-4c5c-9019-221bc06cac14,F187710013025B,CATI,0,2,77333,77,3,7710,2.698,48.268,2019/2/15,15,2,2019,vendredi,Semaine,1,1,1,0,Femme seule,1,2,1989,,,,0,0,0,0,0,,,,,0,-2,77333,77,3,2.698,48.268
d5a84d73-1ad7-45a8-883b-178f761225b3,F187710013129C,CATI,0,2,77431,77,3,7710,2.68,48.28,2019/2/11,11,2,2019,lundi,Semaine,3,2,0,0,Couple avec enfant,1,1,1993,,,,1,0,1,0,0,1,1,,,1,5,77431,77,3,2.68,48.28
aee7c3f1-c1c3-4219-b0c3-f19e64b0a558,F187710013246C,CATI,0,2,77494,77,3,7710,2.833,48.399,2019/1/30,30,1,2019,mercredi,Semaine,2,1,1,1,Couple sans enfant,1,2,1988,,,,2,0,2,2,0,3,3,,,,8,77494,77,3,2.833,48.399
4e5d179b-e225-4324-a7e0-03b8dbf1f499,F187710013266E,CATI,0,2,77516,77,3,7710,2.899,48.343,2019/2/11,11,2,2019,lundi,Semaine,4,2,2,1,Couple avec enfant,1,1,2013,2,?cuelles (77),,2,0,2,8,0,1,2,,,,8,77516,77,3,2.454,48.745
0ea4c0bb-9c98-477d-ad8b-065593ec0661,F187805017796A,CATI,0,2,78165,78,3,7805,1.989,48.819,2019/1/29,29,1,2019,mardi,Semaine,2,1,1,0,Couple sans enfant,1,2,2007,,,,2,0,2,2,0,2,3,,,,8,78165,78,3,1.989,48.819
8190b354-2e59-48c8-b1f3-793c11e0fcd2,F187805017811H,CATI,0,2,78165,78,3,7805,1.971,48.818,2019/2/4,4,2,2019,lundi,Semaine,3,2,2,1,Famille monoparentale m?re,1,4,2013,1,,,1,0,1,0,0,5,2,,,1,3,78165,78,3,1.971,48.818
8e216152-e710-4c55-918a-77b39a117563,F187805017835C,CATI,0,2,78165,78,3,7805,1.978,48.818,2019/1/31,31,1,2019,jeudi,Semaine,2,1,1,0,Famille monoparentale m?re,1,2,2003,,,,2,0,2,0,0,4,-1,,,1,-2,78165,78,3,1.978,48.818
8dd5e2be-5f4f-4ce2-a089-8db480a265b5,F187805017844B,CATI,0,2,78165,78,3,7805,1.976,48.82,2019/2/11,11,2,2019,lundi,Semaine,3,1,1,1,Couple avec enfant,1,10,2009,2,PLAISIR,,3,0,3,3,0,4,5,,,,-2,78165,78,3,1.976,48.82
6e452820-d63c-493e-81fe-c029a0d94cce,F187805018009E,CATI,0,2,78383,78,3,7805,1.94,48.761,2019/1/30,30,1,2019,mercredi,Semaine,2,1,1,1,Couple sans enfant,1,1,1999,,,,1,0,1,1,0,2,2,,,,9,78383,78,3,1.94,48.761
76f81aed-14c6-465e-b799-4c8ee42d5998,F187805018108D,CATI,0,2,78490,78,3,7805,1.93,48.819,2019/1/29,29,1,2019,mardi,Semaine,1,1,1,1,Femme seule,1,1,2011,1,,,1,0,1,1,0,3,2,,,,9,78490,78,3,1.93,48.819
42a48cd0-376b-463e-aac0-22d2b03bba51,F187805018166E,CATI,0,2,78674,78,3,7805,1.996,48.828,2019/2/5,5,2,2019,mardi,Semaine,3,2,2,1,Couple avec enfant,1,1,2003,,,,2,0,2,2,0,3,1,,,,-2,78674,78,3,1.996,48.828
f84f550c-e52b-4e69-a2aa-a40ffb6dc7ab,F187807018484H,CATI,0,2,78123,78,3,7807,2.023,48.944,2019/2/12,12,2,2019,mardi,Semaine,1,1,1,0,Femme seule,2,3,1976,,,,1,0,1,0,0,2,2,,,0,3,78123,78,3,2.023,48.944
34678dff-9d39-4fca-b439-d5d3c42e7d73,F187807018513C,CATI,0,2,78123,78,3,7807,2.034,48.948,2019/1/28,28,1,2019,lundi,Semaine,1,1,1,1,Homme seul,2,1,2003,,,,1,0,1,0,0,2,2,,,1,5,78123,78,3,2.034,48.948
effdfad1-743e-428b-a513-8e23dbbbdb22,F187807018577B,CATI,0,2,78498,78,3,7807,2.026,48.92,2019/1/28,28,1,2019,lundi,Semaine,1,1,1,0,Femme seule,2,3,2007,,,,0,0,0,0,0,,,,,0,2,78498,78,3,2.026,48.92
8916afbf-577a-4acd-9a3b-a05f59a45588,F187807018669A,CATI,0,2,78498,78,3,7807,2.034,48.925,2019/2/3,3,2,2019,dimanche,dimanche,4,2,2,1,Couple avec enfant,1,2,2011,1,,,2,0,2,7,0,2,3,,,,8,78498,78,3,2.034,48.925
59a79ee8-bbbb-474e-ad85-f29693c37e17,F187807018690E,CATI,0,2,78498,78,3,7807,2.041,48.932,2019/2/8,8,2,2019,vendredi,Semaine,4,4,2,1,Couple avec enfant,2,1,2011,1,,,1,0,1,0,0,2,3,,,1,9,78498,78,3,2.041,48.932
eb3c6fa2-f5ff-4800-b64c-de54b063ef33,F187807018698E,CATI,0,2,78498,78,3,7807,2.056,48.938,2019/3/14,14,3,2019,jeudi,Semaine,4,2,2,1,Couple avec enfant,1,1,2004,,,,2,1,3,3,0,4,3,-1,1,,10,78498,78,3,2.056,48.938
ee4a3b7a-a4ff-4566-9bbd-1ab1fb4a7ce1,F187807018708A,CATI,0,2,78624,78,3,7807,2.01,48.987,2019/2/6,6,2,2019,mercredi,Semaine,2,2,1,0,Couple sans enfant,1,2,1976,,,,1,0,1,1,0,4,2,,,,8,78624,78,3,2.01,48.987
c54ef0a0-3ff8-4d60-98d9-d08038eeab6c,F187807018796D,CATI,0,2,78643,78,3,7807,1.988,48.97,2019/2/4,4,2,2019,lundi,Semaine,1,1,1,0,Femme seule,1,2,1994,,,,1,0,1,0,0,4,2,,,1,3,78643,78,3,1.988,48.97
b3c33f9c-63fe-48f4-90eb-be220ffdde90,F187815021238B,CATI,0,2,78062,78,3,7815,1.886,48.846,2019/2/4,4,2,2019,lundi,Semaine,2,1,0,0,Couple sans enfant,1,2,1993,,,,1,0,1,0,0,2,2,,,1,4,78062,78,3,1.886,48.846
93c9af93-1cfe-49c4-89ef-949b2e4fb757,F187815021264B,CATI,0,2,78062,78,3,7815,1.907,48.859,2019/2/2,2,2,2019,samedi,samedi,4,2,2,2,Couple avec enfant,1,"9,LOGEMENT DE FONCTION",2010,2,Versailles (78),,2,0,2,3,0,5,5,,,,8,78062,78,3,1.907,48.859
